session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,order_subtotal,delivery_fee,checkout_started,converted_order,tipped,tip_pct,tip_amount,driver_accepted
TIP-00510,USR-0150,south,power_user,web,control,0,0,2,33.84,2.99,1,1,0,0.0,0.0,1
TIP-00511,USR-0151,east,new_user,ios,control,1,0,3,38.05,3.5,1,0,0,0.0,0.0,0
TIP-00512,USR-0152,west,casual,android,treatment,1,1,4,41.08,3.22,1,0,0,0.0,0.0,0
TIP-00513,USR-0153,north,power_user,web,control,0,0,1,44.38,3.39,1,0,0,0.0,0.0,0
TIP-00514,USR-0154,south,new_user,ios,control,0,0,2,17.75,3.17,1,1,1,0.1075,1.91,1
TIP-00515,USR-0155,east,casual,android,treatment,0,0,3,20.59,3.25,1,1,1,0.1266,2.61,1
TIP-00516,USR-0156,west,power_user,web,treatment,1,0,4,23.79,3.54,1,0,0,0.0,0.0,0
TIP-00517,USR-0157,north,new_user,ios,control,1,0,1,28.46,3.94,1,1,1,0.1007,2.87,1
TIP-00518,USR-0158,south,casual,android,treatment,0,0,2,31.04,2.55,1,1,1,0.1185,3.68,0
TIP-00519,USR-0159,east,power_user,web,treatment,0,1,3,35.88,3.05,1,1,1,0.1419,5.09,0
TIP-00520,USR-0160,west,new_user,ios,control,0,0,4,37.56,2.58,1,1,0,0.0,0.0,1
TIP-00521,USR-0161,north,casual,android,control,1,0,1,40.08,3.43,1,1,1,0.1338,5.36,0
TIP-00522,USR-0162,south,power_user,web,treatment,1,0,2,44.16,2.96,1,1,0,0.0,0.0,0
TIP-00523,USR-0163,east,new_user,ios,control,0,0,3,17.97,3.39,1,1,0,0.0,0.0,1
TIP-00524,USR-0164,west,casual,android,control,0,0,4,23.17,2.6,1,0,0,0.0,0.0,0
TIP-00525,USR-0165,north,power_user,web,treatment,0,0,1,25.6,2.82,1,0,0,0.0,0.0,0
TIP-00526,USR-0166,south,new_user,ios,treatment,1,1,2,27.84,3.22,1,0,0,0.0,0.0,0
TIP-00527,USR-0167,east,casual,android,control,1,0,3,31.01,3.93,1,0,0,0.0,0.0,0
TIP-00528,USR-0168,west,power_user,web,treatment,0,0,4,33.56,3.38,1,1,1,0.1661,5.57,1
TIP-00529,USR-0169,north,new_user,ios,treatment,0,0,1,36.53,2.64,1,1,1,0.1063,3.88,1
TIP-00530,USR-0170,south,casual,android,control,0,0,2,40.1,3.08,1,1,0,0.0,0.0,1
TIP-00531,USR-0171,east,power_user,web,control,1,0,3,43.26,3.78,1,0,0,0.0,0.0,0
TIP-00532,USR-0172,west,new_user,ios,treatment,1,0,4,18.97,2.94,1,0,0,0.0,0.0,0
TIP-00533,USR-0173,north,casual,android,control,0,1,1,22.51,3.5,1,0,0,0.0,0.0,0
TIP-00534,USR-0174,south,power_user,web,control,0,0,2,25.97,2.63,1,0,0,0.0,0.0,0
TIP-00535,USR-0175,east,new_user,ios,treatment,0,0,3,27.2,3.27,1,0,0,0.0,0.0,0
TIP-00536,USR-0176,west,casual,android,treatment,1,0,4,32.04,3.58,1,1,1,0.1418,4.54,1
TIP-00537,USR-0177,north,power_user,web,control,1,0,1,34.25,3.54,1,0,0,0.0,0.0,0
TIP-00538,USR-0178,south,new_user,ios,treatment,0,0,2,36.3,3.06,1,1,0,0.0,0.0,1
TIP-00539,USR-0179,east,casual,android,treatment,0,0,3,42.24,2.85,1,1,0,0.0,0.0,0
TIP-00540,USR-0180,west,power_user,web,control,0,1,4,44.74,2.99,1,1,1,0.1205,5.39,1
TIP-00541,USR-0181,north,new_user,ios,control,1,0,1,17.5,3.31,1,1,1,0.1386,2.43,1
TIP-00542,USR-0182,south,casual,android,treatment,1,0,2,21.85,3.46,1,1,1,0.1485,3.24,1
TIP-00543,USR-0183,east,power_user,web,control,0,0,3,23.52,3.35,1,1,1,0.1562,3.67,1
TIP-00544,USR-0184,west,new_user,ios,control,0,0,4,26.4,3.54,1,1,0,0.0,0.0,1
TIP-00545,USR-0185,north,casual,android,treatment,0,0,1,31.68,2.66,1,0,0,0.0,0.0,0
TIP-00546,USR-0186,south,power_user,web,treatment,1,0,2,33.68,3.56,1,1,1,0.1607,5.41,1
TIP-00547,USR-0187,east,new_user,ios,control,1,1,3,37.27,3.18,1,0,0,0.0,0.0,0
TIP-00548,USR-0188,west,casual,android,treatment,0,0,4,39.95,3.21,1,0,0,0.0,0.0,0
TIP-00549,USR-0189,north,power_user,web,treatment,0,0,1,42.4,3.01,1,1,1,0.1404,5.95,1
TIP-00550,USR-0190,south,new_user,ios,control,0,0,2,19.03,3.39,1,0,0,0.0,0.0,0
TIP-00551,USR-0191,east,casual,android,control,1,0,3,21.35,2.99,1,1,1,0.1492,3.19,1
TIP-00552,USR-0192,west,power_user,web,treatment,1,0,4,24.2,3.81,1,1,0,0.0,0.0,0
TIP-00553,USR-0193,north,new_user,ios,control,0,0,1,26.83,3.58,1,1,1,0.0935,2.51,1
TIP-00554,USR-0194,south,casual,android,control,0,1,2,31.01,3.28,1,0,0,0.0,0.0,0
TIP-00555,USR-0195,east,power_user,web,treatment,0,0,3,33.28,2.94,1,0,0,0.0,0.0,0
TIP-00556,USR-0196,west,new_user,ios,treatment,1,0,4,38.75,2.94,1,1,0,0.0,0.0,1
TIP-00557,USR-0197,north,casual,android,control,1,0,1,40.43,3.9,1,1,1,0.1082,4.37,1
TIP-00558,USR-0198,south,power_user,web,treatment,0,0,2,44.17,3.15,1,1,0,0.0,0.0,1
TIP-00559,USR-0199,east,new_user,ios,treatment,0,0,3,19.51,3.21,1,1,1,0.147,2.87,1
TIP-00560,USR-0200,west,casual,android,control,0,0,4,20.95,2.55,1,0,0,0.0,0.0,0
TIP-00561,USR-0201,north,power_user,web,control,1,1,1,26.25,3.38,1,1,1,0.1257,3.3,1
TIP-00562,USR-0202,south,new_user,ios,treatment,1,0,2,29.53,3.93,1,0,0,0.0,0.0,0
TIP-00563,USR-0203,east,casual,android,control,0,0,3,30.02,3.44,1,1,1,0.1466,4.4,1
TIP-00564,USR-0204,west,power_user,web,control,0,0,4,35.85,3.34,1,1,1,0.1314,4.71,1
TIP-00565,USR-0205,north,new_user,ios,treatment,0,0,1,36.19,3.36,1,1,1,0.1306,4.73,1
TIP-00566,USR-0206,south,casual,android,treatment,1,0,2,41.45,2.93,1,1,1,0.1263,5.24,1
TIP-00567,USR-0207,east,power_user,web,control,1,0,3,44.04,3.06,1,0,0,0.0,0.0,0
TIP-00568,USR-0208,west,new_user,ios,treatment,0,1,4,18.52,2.92,1,0,0,0.0,0.0,0
TIP-00569,USR-0209,north,casual,android,treatment,0,0,1,22.67,3.24,1,1,0,0.0,0.0,1
TIP-00570,USR-0210,south,power_user,web,control,0,0,2,25.91,2.55,1,1,1,0.1259,3.26,1
TIP-00571,USR-0211,east,new_user,ios,control,1,0,3,27.39,3.66,1,0,0,0.0,0.0,0
TIP-00572,USR-0212,west,casual,android,treatment,1,0,4,29.98,3.62,1,0,0,0.0,0.0,0
TIP-00573,USR-0213,north,power_user,web,control,0,0,1,33.32,3.54,1,1,0,0.0,0.0,1
TIP-00574,USR-0214,south,new_user,ios,control,0,0,2,36.53,2.63,1,0,0,0.0,0.0,0
TIP-00575,USR-0215,east,casual,android,treatment,0,1,3,40.06,3.47,1,0,0,0.0,0.0,0
TIP-00576,USR-0216,west,power_user,web,treatment,1,0,4,42.49,3.73,1,1,1,0.1662,7.06,1
TIP-00577,USR-0217,north,new_user,ios,control,1,0,1,17.05,3.34,1,1,1,0.1242,2.12,1
TIP-00578,USR-0218,south,casual,android,treatment,0,0,2,20.82,2.6,1,1,0,0.0,0.0,1
TIP-00579,USR-0219,east,power_user,web,treatment,0,0,3,24.83,2.54,1,0,0,0.0,0.0,0
TIP-00580,USR-0220,west,new_user,ios,control,0,0,4,27.18,3.01,1,1,1,0.1682,4.57,0
TIP-00581,USR-0221,north,casual,android,control,1,0,1,31.37,3.85,1,0,0,0.0,0.0,0
TIP-00582,USR-0222,south,power_user,web,treatment,1,1,2,34.14,3.19,1,1,1,0.1259,4.3,1
TIP-00583,USR-0223,east,new_user,ios,control,0,0,3,37.19,3.04,1,0,0,0.0,0.0,0
TIP-00584,USR-0224,west,casual,android,control,0,0,4,39.77,3.37,1,0,0,0.0,0.0,0
TIP-00585,USR-0225,north,power_user,web,treatment,0,0,1,45.45,2.57,1,1,1,0.1495,6.79,1
TIP-00586,USR-0226,south,new_user,ios,treatment,1,0,2,18.57,2.85,1,1,1,0.1277,2.37,1
TIP-00587,USR-0227,east,casual,android,control,1,0,3,21.48,3.49,1,1,0,0.0,0.0,1
TIP-00588,USR-0228,west,power_user,web,treatment,0,0,4,26.08,3.33,1,1,1,0.1496,3.9,1
TIP-00589,USR-0229,north,new_user,ios,treatment,0,1,1,27.51,3.41,1,0,0,0.0,0.0,0
TIP-00590,USR-0230,south,casual,android,control,0,0,2,32.64,2.49,1,0,0,0.0,0.0,0
TIP-00591,USR-0231,east,power_user,web,control,1,0,3,35.52,3.64,1,1,1,0.1221,4.34,1
TIP-00592,USR-0232,west,new_user,ios,treatment,1,0,4,36.19,3.94,1,0,0,0.0,0.0,0
TIP-00593,USR-0233,north,casual,android,control,0,0,1,39.5,3.5,1,0,0,0.0,0.0,0
TIP-00594,USR-0234,south,power_user,web,control,0,0,2,44.06,3.26,1,1,0,0.0,0.0,1
TIP-00595,USR-0235,east,new_user,ios,treatment,0,0,3,17.11,2.64,1,0,0,0.0,0.0,0
TIP-00596,USR-0236,west,casual,android,treatment,1,1,4,20.24,3.46,1,1,0,0.0,0.0,1
TIP-00597,USR-0237,north,power_user,web,control,1,0,1,24.04,3.19,1,0,0,0.0,0.0,0
TIP-00598,USR-0238,south,new_user,ios,treatment,0,0,2,28.64,3.3,1,1,1,0.1151,3.3,1
TIP-00599,USR-0239,east,casual,android,treatment,0,0,3,32.1,3.13,1,1,1,0.1446,4.64,1
TIP-00600,USR-0240,west,power_user,web,control,0,0,4,34.51,3.55,1,1,1,0.1316,4.54,1
TIP-00601,USR-0241,north,new_user,ios,control,1,0,1,36.5,3.59,1,0,0,0.0,0.0,0
TIP-00602,USR-0242,south,casual,android,treatment,1,0,2,41.43,2.88,1,0,0,0.0,0.0,0
TIP-00603,USR-0243,east,power_user,web,control,0,1,3,43.45,2.59,1,1,1,0.1372,5.96,1
TIP-00604,USR-0244,west,new_user,ios,control,0,0,4,17.63,3.58,1,1,1,0.1419,2.5,1
TIP-00605,USR-0245,north,casual,android,treatment,0,0,1,20.8,3.0,1,0,0,0.0,0.0,0
TIP-00606,USR-0246,south,power_user,web,treatment,1,0,2,23.65,2.85,1,0,0,0.0,0.0,0
TIP-00607,USR-0247,east,new_user,ios,control,1,0,3,29.54,2.98,1,0,0,0.0,0.0,0
TIP-00608,USR-0248,west,casual,android,treatment,0,0,4,30.79,3.18,1,0,0,0.0,0.0,0
TIP-00609,USR-0249,north,power_user,web,treatment,0,0,1,34.66,2.77,1,0,0,0.0,0.0,0
TIP-00610,USR-0250,south,new_user,ios,control,0,1,2,36.07,2.56,1,0,0,0.0,0.0,0
TIP-00611,USR-0251,east,casual,android,control,1,0,3,40.62,2.98,1,0,0,0.0,0.0,0
TIP-00612,USR-0252,west,power_user,web,treatment,1,0,4,45.05,3.2,1,1,1,0.1362,6.14,1
TIP-00613,USR-0253,north,new_user,ios,control,0,0,1,19.43,2.92,1,1,0,0.0,0.0,1
TIP-00614,USR-0254,south,casual,android,control,0,0,2,20.69,2.7,1,1,0,0.0,0.0,1
TIP-00615,USR-0255,east,power_user,web,treatment,0,0,3,25.18,2.76,1,1,1,0.1493,3.76,1
TIP-00616,USR-0256,west,new_user,ios,treatment,1,0,4,27.3,2.99,1,1,0,0.0,0.0,1
TIP-00617,USR-0257,north,casual,android,control,1,1,1,31.62,3.72,1,0,0,0.0,0.0,0
TIP-00618,USR-0258,south,power_user,web,treatment,0,0,2,35.97,3.35,1,1,1,0.1377,4.95,0
TIP-00619,USR-0259,east,new_user,ios,treatment,0,0,3,37.61,2.92,1,1,1,0.131,4.93,0
TIP-00620,USR-0260,west,casual,android,control,0,0,4,41.69,2.55,1,0,0,0.0,0.0,0
TIP-00621,USR-0261,north,power_user,web,control,1,0,1,44.09,3.68,1,0,0,0.0,0.0,0
TIP-00622,USR-0262,south,new_user,ios,treatment,1,0,2,19.92,2.95,1,0,0,0.0,0.0,0
TIP-00623,USR-0263,east,casual,android,control,0,0,3,20.85,3.39,1,0,0,0.0,0.0,0
TIP-00624,USR-0264,west,power_user,web,control,0,1,4,23.38,3.59,1,1,0,0.0,0.0,0
TIP-00625,USR-0265,north,new_user,ios,treatment,0,0,1,27.54,3.41,1,0,0,0.0,0.0,0
TIP-00626,USR-0266,south,casual,android,treatment,1,0,2,30.16,3.49,1,0,0,0.0,0.0,0
TIP-00627,USR-0267,east,power_user,web,control,1,0,3,35.03,3.85,1,1,0,0.0,0.0,0
TIP-00628,USR-0268,west,new_user,ios,treatment,0,0,4,37.8,3.11,1,1,0,0.0,0.0,0
TIP-00629,USR-0269,north,casual,android,treatment,0,0,1,40.78,2.83,1,1,1,0.1158,4.72,1
TIP-00630,USR-0270,south,power_user,web,control,0,0,2,44.08,2.49,1,0,0,0.0,0.0,0
TIP-00631,USR-0271,east,new_user,ios,control,1,1,3,17.44,2.98,1,0,0,0.0,0.0,0
TIP-00632,USR-0272,west,casual,android,treatment,1,0,4,22.94,3.77,1,1,1,0.1593,3.65,0
TIP-00633,USR-0273,north,power_user,web,control,0,0,1,25.68,3.42,1,0,0,0.0,0.0,0
TIP-00634,USR-0274,south,new_user,ios,control,0,0,2,29.47,2.9,1,0,0,0.0,0.0,0
TIP-00635,USR-0275,east,casual,android,treatment,0,0,3,30.87,2.6,1,1,1,0.1277,3.94,0
TIP-00636,USR-0276,west,power_user,web,treatment,1,0,4,35.33,3.9,1,0,0,0.0,0.0,0
TIP-00637,USR-0277,north,new_user,ios,control,1,0,1,36.56,3.91,1,0,0,0.0,0.0,0
TIP-00638,USR-0278,south,casual,android,treatment,0,1,2,42.17,3.36,1,1,1,0.1206,5.09,1
TIP-00639,USR-0279,east,power_user,web,treatment,0,0,3,44.6,2.63,1,0,0,0.0,0.0,0
TIP-00640,USR-0280,west,new_user,ios,control,0,0,4,19.84,3.53,1,1,0,0.0,0.0,0
TIP-00641,USR-0281,north,casual,android,control,1,0,1,20.1,3.5,1,0,0,0.0,0.0,0
TIP-00642,USR-0282,south,power_user,web,treatment,1,0,2,26.3,3.08,1,1,0,0.0,0.0,1
TIP-00643,USR-0283,east,new_user,ios,control,0,0,3,28.79,2.75,1,0,0,0.0,0.0,0
TIP-00644,USR-0284,west,casual,android,control,0,0,4,30.14,3.46,1,1,0,0.0,0.0,1
TIP-00645,USR-0285,north,power_user,web,treatment,0,1,1,35.64,2.98,1,1,1,0.1067,3.8,1
TIP-00646,USR-0286,south,new_user,ios,treatment,1,0,2,36.35,2.84,1,1,0,0.0,0.0,0
TIP-00647,USR-0287,east,casual,android,control,1,0,3,42.03,3.38,1,1,1,0.1146,4.82,1
TIP-00648,USR-0288,west,power_user,web,treatment,0,0,4,45.16,3.21,1,0,0,0.0,0.0,0
TIP-00649,USR-0289,north,new_user,ios,treatment,0,0,1,17.32,2.57,1,0,0,0.0,0.0,0
TIP-00650,USR-0290,south,casual,android,control,0,0,2,20.94,2.84,1,0,0,0.0,0.0,0
TIP-00651,USR-0291,east,power_user,web,control,1,0,3,23.44,3.03,1,1,0,0.0,0.0,1
TIP-00652,USR-0292,west,new_user,ios,treatment,1,1,4,29.27,2.94,1,0,0,0.0,0.0,0
TIP-00653,USR-0293,north,casual,android,control,0,0,1,31.56,3.02,1,1,0,0.0,0.0,1
TIP-00654,USR-0294,south,power_user,web,control,0,0,2,35.65,2.66,1,1,1,0.1114,3.97,1
TIP-00655,USR-0295,east,new_user,ios,treatment,0,0,3,38.31,3.29,1,1,1,0.1321,5.06,1
TIP-00656,USR-0296,west,casual,android,treatment,1,0,4,41.03,3.76,1,1,1,0.1505,6.18,1
TIP-00657,USR-0297,north,power_user,web,control,1,0,1,44.52,3.5,1,1,1,0.1024,4.56,1
TIP-00658,USR-0298,south,new_user,ios,treatment,0,0,2,17.06,3.42,1,1,1,0.1379,2.35,1
TIP-00659,USR-0299,east,casual,android,treatment,0,1,3,20.29,3.09,1,1,0,0.0,0.0,1
TIP-00660,USR-0300,west,power_user,web,control,0,0,4,24.63,2.78,1,1,1,0.1318,3.25,1
TIP-00661,USR-0301,north,new_user,ios,control,1,0,1,28.81,3.57,1,1,1,0.1228,3.54,0
TIP-00662,USR-0302,south,casual,android,treatment,1,0,2,31.49,3.45,1,0,0,0.0,0.0,0
TIP-00663,USR-0303,east,power_user,web,control,0,0,3,35.42,2.95,1,1,0,0.0,0.0,1
TIP-00664,USR-0304,west,new_user,ios,control,0,0,4,38.82,3.01,1,1,0,0.0,0.0,1
TIP-00665,USR-0305,north,casual,android,treatment,0,0,1,40.81,3.48,1,0,0,0.0,0.0,0
TIP-00666,USR-0306,south,power_user,web,treatment,1,1,2,44.57,3.52,1,1,0,0.0,0.0,1
TIP-00667,USR-0307,east,new_user,ios,control,1,0,3,19.95,3.91,1,0,0,0.0,0.0,0
TIP-00668,USR-0308,west,casual,android,treatment,0,0,4,20.4,2.96,1,0,0,0.0,0.0,0
TIP-00669,USR-0309,north,power_user,web,treatment,0,0,1,24.59,3.59,1,1,0,0.0,0.0,1
TIP-00670,USR-0310,south,new_user,ios,control,0,0,2,29.31,3.5,1,1,1,0.1229,3.6,1
TIP-00671,USR-0311,east,casual,android,control,1,0,3,30.48,3.34,1,0,0,0.0,0.0,0
TIP-00672,USR-0312,west,power_user,web,treatment,1,0,4,35.32,3.53,1,1,1,0.1498,5.29,1
TIP-00673,USR-0313,north,new_user,ios,control,0,1,1,37.88,3.32,1,0,0,0.0,0.0,0
TIP-00674,USR-0314,south,casual,android,control,0,0,2,42.16,3.11,1,1,1,0.1305,5.5,1
TIP-00675,USR-0315,east,power_user,web,treatment,0,0,3,43.71,2.91,1,1,1,0.1211,5.29,1
TIP-00676,USR-0316,west,new_user,ios,treatment,1,0,4,17.26,3.51,1,0,0,0.0,0.0,0
TIP-00677,USR-0317,north,casual,android,control,1,0,1,20.12,3.82,1,1,1,0.134,2.7,0
TIP-00678,USR-0318,south,power_user,web,treatment,0,0,2,26.07,2.51,1,0,0,0.0,0.0,0
TIP-00679,USR-0319,east,new_user,ios,treatment,0,0,3,27.37,2.8,1,1,0,0.0,0.0,1
TIP-00680,USR-0320,west,casual,android,control,0,1,4,32.38,2.64,1,0,0,0.0,0.0,0
TIP-00681,USR-0321,north,power_user,web,control,1,0,1,34.22,3.75,1,1,1,0.1285,4.4,1
TIP-00682,USR-0322,south,new_user,ios,treatment,1,0,2,36.68,3.75,1,0,0,0.0,0.0,0
TIP-00683,USR-0323,east,casual,android,control,0,0,3,41.63,3.44,1,0,0,0.0,0.0,0
TIP-00684,USR-0324,west,power_user,web,control,0,0,4,44.05,2.66,1,1,1,0.1245,5.48,0
TIP-00685,USR-0325,north,new_user,ios,treatment,0,0,1,19.61,2.52,1,1,0,0.0,0.0,0
TIP-00686,USR-0326,south,casual,android,treatment,1,0,2,20.8,3.34,1,0,0,0.0,0.0,0
TIP-00687,USR-0327,east,power_user,web,control,1,1,3,25.45,3.14,1,0,0,0.0,0.0,0
TIP-00688,USR-0328,west,new_user,ios,treatment,0,0,4,28.02,3.19,1,1,1,0.1475,4.13,1
TIP-00689,USR-0329,north,casual,android,treatment,0,0,1,30.17,3.45,1,1,1,0.112,3.38,0
TIP-00690,USR-0330,south,power_user,web,control,0,0,2,35.2,3.25,1,1,1,0.11,3.87,1
TIP-00691,USR-0331,east,new_user,ios,control,1,0,3,39.09,3.78,1,0,0,0.0,0.0,0
TIP-00692,USR-0332,west,casual,android,treatment,1,0,4,41.37,3.14,1,1,1,0.1699,7.03,0
TIP-00693,USR-0333,north,power_user,web,control,0,0,1,42.43,3.49,1,1,1,0.0935,3.97,1
TIP-00694,USR-0334,south,new_user,ios,control,0,1,2,19.38,2.83,1,0,0,0.0,0.0,0
TIP-00695,USR-0335,east,casual,android,treatment,0,0,3,22.06,2.96,1,1,1,0.1329,2.93,1
TIP-00696,USR-0336,west,power_user,web,treatment,1,0,4,25.37,3.75,1,1,1,0.1551,3.93,1
TIP-00697,USR-0337,north,new_user,ios,control,1,0,1,29.1,3.25,1,0,0,0.0,0.0,0
TIP-00698,USR-0338,south,casual,android,treatment,0,0,2,31.55,2.82,1,1,1,0.1654,5.22,1
TIP-00699,USR-0339,east,power_user,web,treatment,0,0,3,35.56,2.78,1,0,0,0.0,0.0,0
TIP-00700,USR-0340,west,new_user,ios,control,0,0,4,38.86,2.82,1,1,0,0.0,0.0,0
TIP-00701,USR-0341,north,casual,android,control,1,1,1,41.78,3.72,1,1,0,0.0,0.0,0
TIP-00702,USR-0342,south,power_user,web,treatment,1,0,2,44.71,3.56,1,0,0,0.0,0.0,0
TIP-00703,USR-0343,east,new_user,ios,control,0,0,3,17.63,2.95,1,1,1,0.1479,2.61,1
TIP-00704,USR-0344,west,casual,android,control,0,0,4,20.61,3.29,1,1,1,0.1602,3.3,0
TIP-00705,USR-0345,north,power_user,web,treatment,0,0,1,25.35,3.05,1,0,0,0.0,0.0,0
TIP-00706,USR-0346,south,new_user,ios,treatment,1,0,2,29.09,3.8,1,1,1,0.118,3.43,1
TIP-00707,USR-0347,east,casual,android,control,1,0,3,32.19,3.68,1,1,0,0.0,0.0,1
TIP-00708,USR-0348,west,power_user,web,treatment,0,1,4,33.09,2.88,1,0,0,0.0,0.0,0
TIP-00709,USR-0349,north,new_user,ios,treatment,0,0,1,36.98,3.36,1,1,1,0.1192,4.41,0
TIP-00710,USR-0350,south,casual,android,control,0,0,2,40.71,3.44,1,1,0,0.0,0.0,1
TIP-00711,USR-0351,east,power_user,web,control,1,0,3,45.25,3.39,1,0,0,0.0,0.0,0
TIP-00712,USR-0352,west,new_user,ios,treatment,1,0,4,18.02,3.17,1,1,0,0.0,0.0,1
TIP-00713,USR-0353,north,casual,android,control,0,0,1,20.64,2.94,1,1,0,0.0,0.0,1
TIP-00714,USR-0354,south,power_user,web,control,0,0,2,24.21,3.28,1,0,0,0.0,0.0,0
TIP-00715,USR-0355,east,new_user,ios,treatment,0,1,3,27.96,3.18,1,1,1,0.1193,3.34,1
TIP-00716,USR-0356,west,casual,android,treatment,1,0,4,32.04,3.03,1,0,0,0.0,0.0,0
TIP-00717,USR-0357,north,power_user,web,control,1,0,1,34.37,3.68,1,1,1,0.1278,4.39,1
TIP-00718,USR-0358,south,new_user,ios,treatment,0,0,2,39.09,2.91,1,1,1,0.1315,5.14,1
TIP-00719,USR-0359,east,casual,android,treatment,0,0,3,40.23,3.41,1,1,0,0.0,0.0,1
TIP-00720,USR-0360,west,power_user,web,control,0,0,4,43.2,3.25,1,1,1,0.1381,5.97,1
TIP-00721,USR-0001,north,new_user,ios,control,1,0,1,17.33,3.75,1,1,1,0.133,2.3,1
TIP-00722,USR-0002,south,casual,android,treatment,1,1,2,21.08,3.82,1,0,0,0.0,0.0,0
TIP-00723,USR-0003,east,power_user,web,control,0,0,3,24.3,3.48,1,1,1,0.1611,3.91,0
TIP-00724,USR-0004,west,new_user,ios,control,0,0,4,27.69,2.74,1,0,0,0.0,0.0,0
TIP-00725,USR-0005,north,casual,android,treatment,0,0,1,30.02,3.3,1,1,1,0.1232,3.7,1
TIP-00726,USR-0006,south,power_user,web,treatment,1,0,2,32.92,3.8,1,1,1,0.1137,3.74,0
TIP-00727,USR-0007,east,new_user,ios,control,1,0,3,38.12,3.56,1,1,0,0.0,0.0,1
TIP-00728,USR-0008,west,casual,android,treatment,0,0,4,40.42,3.09,1,1,1,0.1652,6.68,1
TIP-00729,USR-0009,north,power_user,web,treatment,0,1,1,43.36,3.22,1,1,1,0.1363,5.91,1
TIP-00730,USR-0010,south,new_user,ios,control,0,0,2,19.46,2.61,1,0,0,0.0,0.0,0
TIP-00731,USR-0011,east,casual,android,control,1,0,3,20.38,2.97,1,1,1,0.12,2.45,1
TIP-00732,USR-0012,west,power_user,web,treatment,1,0,4,24.87,3.06,1,0,0,0.0,0.0,0
TIP-00733,USR-0013,north,new_user,ios,control,0,0,1,27.35,2.53,1,1,1,0.1443,3.95,1
TIP-00734,USR-0014,south,casual,android,control,0,0,2,29.61,3.23,1,0,0,0.0,0.0,0
TIP-00735,USR-0015,east,power_user,web,treatment,0,0,3,35.47,3.23,1,1,1,0.1471,5.22,1
TIP-00736,USR-0016,west,new_user,ios,treatment,1,1,4,36.32,3.12,1,1,0,0.0,0.0,1
TIP-00737,USR-0017,north,casual,android,control,1,0,1,40.69,2.95,1,1,1,0.109,4.44,0
TIP-00738,USR-0018,south,power_user,web,treatment,0,0,2,43.4,3.3,1,1,0,0.0,0.0,1
TIP-00739,USR-0019,east,new_user,ios,treatment,0,0,3,19.53,3.22,1,1,1,0.1431,2.79,1
TIP-00740,USR-0020,west,casual,android,control,0,0,4,22.81,2.59,1,0,0,0.0,0.0,0
TIP-00741,USR-0021,north,power_user,web,control,1,0,1,23.79,3.28,1,0,0,0.0,0.0,0
TIP-00742,USR-0022,south,new_user,ios,treatment,1,0,2,27.27,3.26,1,0,0,0.0,0.0,0
TIP-00743,USR-0023,east,casual,android,control,0,1,3,32.16,3.2,1,0,0,0.0,0.0,0
TIP-00744,USR-0024,west,power_user,web,control,0,0,4,33.16,3.26,1,1,0,0.0,0.0,1
TIP-00745,USR-0025,north,new_user,ios,treatment,0,0,1,37.33,3.14,1,0,0,0.0,0.0,0
TIP-00746,USR-0026,south,casual,android,treatment,1,0,2,41.37,3.04,1,1,1,0.1126,4.66,1
TIP-00747,USR-0027,east,power_user,web,control,1,0,3,45.08,3.91,1,1,0,0.0,0.0,1
TIP-00748,USR-0028,west,new_user,ios,treatment,0,0,4,18.12,2.54,1,1,1,0.1658,3.0,1
TIP-00749,USR-0029,north,casual,android,treatment,0,0,1,22.46,3.12,1,1,0,0.0,0.0,1
TIP-00750,USR-0030,south,power_user,web,control,0,1,2,24.28,3.07,1,0,0,0.0,0.0,0
TIP-00751,USR-0031,east,new_user,ios,control,1,0,3,26.7,3.57,1,1,1,0.1462,3.9,1
TIP-00752,USR-0032,west,casual,android,treatment,1,0,4,32.28,3.45,1,0,0,0.0,0.0,0
TIP-00753,USR-0033,north,power_user,web,control,0,0,1,32.97,3.2,1,1,0,0.0,0.0,0
TIP-00754,USR-0034,south,new_user,ios,control,0,0,2,38.78,2.57,1,1,1,0.1544,5.99,1
TIP-00755,USR-0035,east,casual,android,treatment,0,0,3,39.91,3.2,1,1,1,0.1443,5.76,0
TIP-00756,USR-0036,west,power_user,web,treatment,1,0,4,43.83,3.78,1,1,1,0.1544,6.77,1
TIP-00757,USR-0037,north,new_user,ios,control,1,1,1,17.13,3.29,1,1,1,0.098,1.68,1
TIP-00758,USR-0038,south,casual,android,treatment,0,0,2,21.98,2.83,1,1,1,0.1479,3.25,0
TIP-00759,USR-0039,east,power_user,web,treatment,0,0,3,24.36,2.55,1,1,1,0.1498,3.65,1
TIP-00760,USR-0040,west,new_user,ios,control,0,0,4,27.91,3.21,1,0,0,0.0,0.0,0
TIP-00761,USR-0041,north,casual,android,control,1,0,1,29.96,3.68,1,1,1,0.1386,4.15,0
TIP-00762,USR-0042,south,power_user,web,treatment,1,0,2,33.73,3.41,1,0,0,0.0,0.0,0
TIP-00763,USR-0043,east,new_user,ios,control,0,0,3,36.15,2.67,1,1,0,0.0,0.0,1
TIP-00764,USR-0044,west,casual,android,control,0,1,4,39.54,3.16,1,1,0,0.0,0.0,1
TIP-00765,USR-0045,north,power_user,web,treatment,0,0,1,43.86,3.35,1,0,0,0.0,0.0,0
